pagina	pregunta	incisos
35	vision	d
35	consecuencias	a
35	que_muestra	d
35	intencion	a
35	localizacion_problema	c
35	involucrados	d
35	formalidad	a
35	nivel_educacion	b
35	tono	b
35	emociones	h
290	tipo_entidad	h
290	origen_entidad	b
290	proposito	d
290	vision	d
290	consecuencias	c
290	que_muestra	d
290	intencion	b
290	localizacion_problema	b
290	involucrados	c
290	formalidad	a
290	nivel_educacion	b
290	tono	b
290	emociones	g
290	tipo_entidad	h
290	origen_entidad	b
290	proposito	d
290	informacion_presentada	a
290	vision	d
290	consecuencias	c
290	que_muestra	c
290	intencion	a
290	localizacion_problema	c
290	involucrados	c
290	formalidad	a
290	nivel_educacion	b
290	tono	b
290	emociones	h
290	tipo_entidad	h
290	origen_entidad	b
290	proposito	d
290	informacion_presentada	a
290	vision	d
290	consecuencias	c
290	que_muestra	d
290	intencion	a
290	localizacion_problema	c
290	involucrados	e
290	formalidad	a
290	nivel_educacion	b
290	tono	b
290	emociones	c
306	tipo_entidad	b
306	origen_entidad	b
306	proposito	d
306	informacion_presentada	a
306	vision	d
306	consecuencias	c
306	que_muestra	d
306	intencion	e
306	localizacion_problema	b
306	involucrados	a f
306	formalidad	a
306	nivel_educacion	b
306	tono	a
306	emociones	h
306	tipo_entidad	a
306	origen_entidad	b
306	proposito	d
306	informacion_presentada	a
306	vision	d
306	consecuencias	c
306	que_muestra	c
306	intencion	a
306	localizacion_problema	b
306	involucrados	f e c
306	formalidad	a
306	nivel_educacion	b
306	tono	b
306	emociones	h
306	tipo_entidad	h
306	origen_entidad	b
306	proposito	d
306	informacion_presentada	a
306	vision	d
306	consecuencias	c
306	que_muestra	d
306	intencion	a
306	localizacion_problema	b
306	involucrados	c
306	formalidad	a
306	nivel_educacion	b
306	tono	a
306	emociones	h
149	tipo_entidad	h
149	origen_entidad	b
149	proposito	b
149	informacion_presentada	a
149	vision	d
149	consecuencias	b
149	que_muestra	c
149	intencion	b
149	localizacion_problema	c
149	involucrados	f g
149	formalidad	a
149	nivel_educacion	b
149	tono	b
149	emociones	d
149	tipo_entidad	h
149	origen_entidad	b
149	proposito	g e d
149	informacion_presentada	a
149	vision	a
149	consecuencias	b
149	que_muestra	c
149	intencion	a
149	localizacion_problema	b
149	involucrados	e
149	formalidad	a
149	nivel_educacion	b
149	tono	b
149	emociones	d
149	tipo_entidad	h
149	origen_entidad	b
149	proposito	b
149	informacion_presentada	a
149	vision	d
149	consecuencias	b
149	que_muestra	c
149	intencion	a
149	localizacion_problema	c
149	involucrados	e
149	formalidad	a
149	nivel_educacion	b
149	tono	b
149	emociones	h
517	tipo_entidad	b
517	origen_entidad	a
517	proposito	d
517	informacion_presentada	a
517	vision	d
517	consecuencias	a
517	que_muestra	d
517	intencion	c
517	localizacion_problema	c
517	involucrados	d
517	formalidad	a
517	nivel_educacion	b
517	tono	a
517	emociones	c
517	tipo_entidad	b
517	origen_entidad	a
517	proposito	d
517	informacion_presentada	a
517	vision	d
517	consecuencias	a
517	que_muestra	d
517	intencion	c
517	localizacion_problema	b
517	involucrados	b f
517	formalidad	a
517	nivel_educacion	b
517	tono	a
517	emociones	h
517	tipo_entidad	b
517	origen_entidad	a
517	proposito	d
517	informacion_presentada	a
517	vision	d
517	consecuencias	a
517	que_muestra	d
517	intencion	c
517	localizacion_problema	c
517	involucrados	b f
517	formalidad	a
517	nivel_educacion	b
517	tono	b
517	emociones	h
455	tipo_entidad	b
455	origen_entidad	a
455	proposito	g e d
455	informacion_presentada	a
455	vision	d
455	consecuencias	d
455	que_muestra	c
455	intencion	c
455	localizacion_problema	b
455	involucrados	e
455	formalidad	a
455	nivel_educacion	b
455	tono	a
455	emociones	e
455	tipo_entidad	b
455	origen_entidad	a
455	proposito	g e d
455	informacion_presentada	a
455	vision	d
455	consecuencias	c
455	que_muestra	c
455	intencion	a
455	localizacion_problema	b
455	involucrados	f g e d
455	formalidad	a
455	nivel_educacion	a
455	tono	a
455	emociones	a
455	tipo_entidad	b
455	origen_entidad	a
455	proposito	b g h d
455	informacion_presentada	a
455	vision	d
455	consecuencias	c
455	que_muestra	c
455	intencion	a e b
455	localizacion_problema	b
455	involucrados	a f g b
455	formalidad	a
455	nivel_educacion	b
455	tono	a
455	emociones	g
576	tipo_entidad	b
576	origen_entidad	a
576	proposito	d
576	informacion_presentada	a
576	vision	d
576	consecuencias	d
576	que_muestra	d
576	intencion	b
576	localizacion_problema	c
576	involucrados	f c
576	formalidad	a
576	nivel_educacion	b
576	tono	b
576	emociones	h
576	tipo_entidad	b
576	origen_entidad	a
576	proposito	h d
576	informacion_presentada	a
576	vision	d
576	consecuencias	a
576	que_muestra	d
576	intencion	b
576	localizacion_problema	c
576	involucrados	c
576	formalidad	a
576	nivel_educacion	b
576	tono	b
576	emociones	h
576	tipo_entidad	b
576	origen_entidad	b
576	proposito	d
576	informacion_presentada	a
576	vision	d
576	consecuencias	d
576	que_muestra	d
576	intencion	a
576	localizacion_problema	c
576	involucrados	f g e d
576	formalidad	a
576	nivel_educacion	b
576	tono	a
576	emociones	h
563	tipo_entidad	h
563	origen_entidad	b
563	proposito	d
563	informacion_presentada	a
563	vision	d
563	consecuencias	d
563	que_muestra	d
563	intencion	f
563	localizacion_problema	c
563	involucrados	c
563	formalidad	a
563	nivel_educacion	b
563	tono	b
563	emociones	h
563	tipo_entidad	h
563	origen_entidad	b
563	proposito	d
563	informacion_presentada	a
563	vision	d
563	consecuencias	d
563	que_muestra	d
563	intencion	f
563	localizacion_problema	c
563	involucrados	c
563	formalidad	a
563	nivel_educacion	b
563	tono	b
563	emociones	h
563	tipo_entidad	h
563	origen_entidad	b
563	proposito	d
563	informacion_presentada	a
563	vision	d
563	consecuencias	d
563	que_muestra	d
563	intencion	f
563	localizacion_problema	c
563	involucrados	c
563	formalidad	a
563	nivel_educacion	b
563	tono	a
563	emociones	h
378	tipo_entidad	b
378	origen_entidad	a
378	proposito	d
378	informacion_presentada	a
378	vision	d
378	consecuencias	c
378	que_muestra	a
378	intencion	a
378	localizacion_problema	b
378	involucrados	a f b
378	formalidad	a
378	nivel_educacion	b
378	tono	a
378	emociones	h
378	tipo_entidad	b
378	origen_entidad	a
378	proposito	b
378	informacion_presentada	a
378	vision	d
378	consecuencias	c
378	que_muestra	c
378	intencion	c
378	localizacion_problema	c
378	involucrados	b
378	formalidad	a
378	nivel_educacion	b
378	tono	a
378	emociones	h
378	tipo_entidad	b
378	origen_entidad	a
378	proposito	d
378	informacion_presentada	a
378	vision	a
378	consecuencias	a
378	que_muestra	a
378	intencion	c
378	localizacion_problema	c
378	involucrados	e
378	formalidad	a
378	nivel_educacion	b
378	tono	b
378	emociones	a
520	tipo_entidad	h
520	origen_entidad	a
520	proposito	d
520	informacion_presentada	a
520	vision	d
520	consecuencias	c
520	que_muestra	c
520	intencion	b
520	localizacion_problema	c
520	formalidad	a
520	nivel_educacion	b
520	tono	b
520	tipo_entidad	h
520	origen_entidad	b
520	proposito	d
520	informacion_presentada	a
520	vision	d
520	consecuencias	c
520	que_muestra	c
520	intencion	a
520	localizacion_problema	c
520	involucrados	f
520	formalidad	a
520	nivel_educacion	b
520	tono	b
520	emociones	f
520	tipo_entidad	h
520	origen_entidad	b
520	proposito	d
520	informacion_presentada	a
520	vision	d
520	consecuencias	c
520	que_muestra	c
520	intencion	b
520	localizacion_problema	b
520	involucrados	c
520	formalidad	a
520	nivel_educacion	b
520	tono	b
520	emociones	e
90	tipo_entidad	a
90	origen_entidad	b
90	proposito	d
90	informacion_presentada	a
90	vision	d
90	consecuencias	c
90	que_muestra	d
90	intencion	c
90	localizacion_problema	b
90	involucrados	c
90	formalidad	a
90	nivel_educacion	b
90	tono	b
90	emociones	g
90	tipo_entidad	a
90	origen_entidad	b
90	proposito	d
90	informacion_presentada	a
90	vision	d
90	consecuencias	c
90	que_muestra	d
90	intencion	a
90	localizacion_problema	b
90	involucrados	c
90	formalidad	a
90	nivel_educacion	b
90	tono	b
90	emociones	h
90	tipo_entidad	a
90	origen_entidad	b
90	proposito	d
90	informacion_presentada	a
90	vision	d
90	consecuencias	c
90	que_muestra	d
90	intencion	b
90	localizacion_problema	b
90	involucrados	c
90	formalidad	a
90	nivel_educacion	b
90	tono	b
90	emociones	h
41	tipo_entidad	h
41	origen_entidad	b
41	proposito	d
41	informacion_presentada	a
41	vision	d
41	consecuencias	c
41	que_muestra	c
41	intencion	a
41	formalidad	a
41	nivel_educacion	b
41	tono	b
41	emociones	g
41	tipo_entidad	h
41	origen_entidad	a
41	proposito	d
41	informacion_presentada	a
41	vision	d
41	consecuencias	c
41	que_muestra	d
41	intencion	a
41	localizacion_problema	b
41	involucrados	f
41	formalidad	a
41	nivel_educacion	b
41	tono	b
41	tipo_entidad	h
41	origen_entidad	a
41	proposito	d
41	informacion_presentada	a
41	vision	d
41	consecuencias	c
41	que_muestra	d
41	intencion	a
41	localizacion_problema	b
41	formalidad	a
41	nivel_educacion	b
41	tono	b
41	emociones	g
73	tipo_entidad	h
73	origen_entidad	a
73	proposito	d
73	informacion_presentada	a
73	vision	d
73	consecuencias	c
73	que_muestra	c
73	intencion	b
73	localizacion_problema	b
73	involucrados	b
73	formalidad	a
73	nivel_educacion	b
73	tono	a
73	emociones	h
73	tipo_entidad	h
73	origen_entidad	b
73	proposito	d
73	informacion_presentada	a
73	vision	d
73	consecuencias	c
73	que_muestra	c
73	intencion	b
73	localizacion_problema	b
73	involucrados	g
73	formalidad	a
73	nivel_educacion	b
73	tono	b
73	emociones	h
73	tipo_entidad	h
73	origen_entidad	b
73	proposito	d
73	informacion_presentada	a
73	vision	a c b d
73	consecuencias	c
73	que_muestra	d
73	intencion	b
73	localizacion_problema	b
73	involucrados	c
73	formalidad	a
73	nivel_educacion	b
73	tono	b
73	emociones	h
18	tipo_entidad	h
18	origen_entidad	b
18	proposito	d
18	informacion_presentada	a
18	vision	d
18	consecuencias	c
18	que_muestra	d
18	intencion	c
18	localizacion_problema	b
18	involucrados	a e b h
18	formalidad	a
18	nivel_educacion	b
18	tono	b
18	emociones	h
18	tipo_entidad	c
18	origen_entidad	b
18	proposito	d
18	informacion_presentada	a
18	vision	d
18	consecuencias	a
18	que_muestra	d
18	intencion	a
18	localizacion_problema	b
18	involucrados	b
18	formalidad	a
18	nivel_educacion	b
18	tono	b
18	emociones	h
18	tipo_entidad	c
18	origen_entidad	b
18	proposito	d
18	informacion_presentada	a
18	vision	d
18	consecuencias	c
18	que_muestra	d
18	intencion	a
18	localizacion_problema	b
18	involucrados	c
18	formalidad	a
18	nivel_educacion	b
18	tono	a
18	emociones	h
292	tipo_entidad	h
292	origen_entidad	b
292	proposito	d
292	informacion_presentada	a
292	vision	b a d
292	consecuencias	c
292	que_muestra	d
292	intencion	a
292	localizacion_problema	b
292	formalidad	a
292	nivel_educacion	b
292	tono	b
292	emociones	h
292	tipo_entidad	h
292	origen_entidad	a
292	proposito	d
292	informacion_presentada	a
292	vision	d
292	consecuencias	c
292	que_muestra	c
292	intencion	a
292	localizacion_problema	b
292	formalidad	a
292	nivel_educacion	b
292	tono	b
292	emociones	h
292	tipo_entidad	h
292	origen_entidad	b
292	proposito	d
292	informacion_presentada	a
292	vision	b a d
292	consecuencias	c
292	que_muestra	c
292	intencion	a
292	localizacion_problema	b
292	formalidad	a
292	nivel_educacion	b
292	tono	b
292	emociones	h
61	tipo_entidad	h
61	origen_entidad	b
61	proposito	d
61	informacion_presentada	a
61	vision	d
61	consecuencias	a
61	que_muestra	c
61	intencion	b
61	localizacion_problema	b
61	involucrados	b c f
61	formalidad	a
61	nivel_educacion	b
61	tono	b
61	emociones	a c b d
61	tipo_entidad	h
61	origen_entidad	b
61	proposito	b
61	informacion_presentada	a
61	consecuencias	c
61	que_muestra	b
61	intencion	a
61	localizacion_problema	c
61	involucrados	f h c d
61	formalidad	a
61	nivel_educacion	b
61	tono	b
61	tipo_entidad	h
61	origen_entidad	b
61	proposito	b
61	informacion_presentada	a
61	vision	d
61	consecuencias	a
61	intencion	b
61	localizacion_problema	b
61	involucrados	f e c d
61	formalidad	a
61	nivel_educacion	b
61	tono	b
61	emociones	h
341	tipo_entidad	h
341	origen_entidad	a
341	proposito	d
341	informacion_presentada	a
341	vision	d
341	consecuencias	b
341	que_muestra	c
341	intencion	a
341	localizacion_problema	c
341	involucrados	f g e c d
341	formalidad	a
341	nivel_educacion	b
341	tono	b
341	emociones	g
341	tipo_entidad	h
341	origen_entidad	b
341	proposito	d
341	informacion_presentada	a
341	vision	d
341	consecuencias	a
341	que_muestra	c
341	intencion	c
341	localizacion_problema	c
341	involucrados	f e
341	formalidad	a
341	nivel_educacion	b
341	tono	b
341	emociones	h
341	tipo_entidad	h
341	origen_entidad	a
341	proposito	d
341	informacion_presentada	a
341	vision	d
341	consecuencias	b
341	que_muestra	c
341	intencion	a
341	localizacion_problema	c
341	involucrados	f g e d
341	formalidad	a
341	nivel_educacion	b
341	tono	a
341	emociones	f
358	tipo_entidad	h
358	origen_entidad	b
358	proposito	d
358	informacion_presentada	a
358	vision	d
358	consecuencias	c
358	que_muestra	c
358	intencion	a
358	localizacion_problema	b
358	involucrados	c
358	formalidad	a
358	nivel_educacion	b
358	tono	b
358	emociones	e
358	tipo_entidad	h
358	origen_entidad	b
358	proposito	d
358	informacion_presentada	a
358	vision	d
358	consecuencias	a
358	que_muestra	c
358	intencion	a
358	localizacion_problema	b
358	involucrados	c
358	formalidad	a
358	nivel_educacion	b
358	tono	b
358	emociones	h
358	tipo_entidad	h
358	origen_entidad	b
358	proposito	d
358	informacion_presentada	a
358	vision	d
358	consecuencias	c
358	que_muestra	c
358	intencion	a
358	localizacion_problema	c
358	involucrados	c
358	formalidad	a
358	nivel_educacion	b
358	tono	b
358	emociones	h
6	tipo_entidad	b
6	origen_entidad	a
6	proposito	h
6	informacion_presentada	a
6	vision	d
6	consecuencias	a
6	que_muestra	c
6	intencion	e
6	localizacion_problema	c
6	involucrados	c
6	formalidad	a
6	nivel_educacion	b
6	tono	b
6	emociones	h
6	tipo_entidad	h
6	origen_entidad	a
6	proposito	d
6	informacion_presentada	a
6	vision	d
6	consecuencias	d
6	que_muestra	c
6	intencion	c
6	localizacion_problema	c
6	involucrados	f e c d
6	formalidad	a
6	nivel_educacion	b
6	tono	b
6	emociones	g
6	tipo_entidad	b
6	origen_entidad	a
6	proposito	h
6	informacion_presentada	a
6	vision	d
6	consecuencias	a
6	que_muestra	b
6	intencion	a
6	localizacion_problema	b
6	involucrados	f e
6	formalidad	a
6	nivel_educacion	b
6	tono	a
6	emociones	d
224	tipo_entidad	h
224	origen_entidad	b
224	proposito	d
224	informacion_presentada	a
224	vision	d
224	consecuencias	c
224	que_muestra	d
224	intencion	a
224	localizacion_problema	b
224	involucrados	f g e a b
224	formalidad	a
224	nivel_educacion	b
224	tono	b
224	emociones	b
224	tipo_entidad	h
224	origen_entidad	b
224	proposito	d
224	informacion_presentada	a
224	vision	d
224	consecuencias	c
224	que_muestra	c
224	intencion	e
224	localizacion_problema	b
224	involucrados	f
224	formalidad	a
224	nivel_educacion	b
224	tono	a
224	emociones	e
224	tipo_entidad	h
224	origen_entidad	b
224	proposito	d
224	informacion_presentada	a
224	vision	d
224	consecuencias	c
224	que_muestra	c
224	intencion	a
224	localizacion_problema	b
224	involucrados	b
224	formalidad	a
224	nivel_educacion	b
224	tono	b
224	emociones	e
519	tipo_entidad	b
519	origen_entidad	a
519	proposito	d
519	informacion_presentada	a
519	vision	d
519	consecuencias	a
519	que_muestra	d
519	intencion	a
519	localizacion_problema	b
519	involucrados	e c
519	formalidad	a
519	nivel_educacion	b
519	tono	b
519	emociones	h
519	tipo_entidad	b
519	origen_entidad	a
519	proposito	d
519	informacion_presentada	a
519	vision	d
519	consecuencias	c
519	que_muestra	b
519	intencion	a
519	localizacion_problema	b
519	involucrados	a f b
519	formalidad	a
519	nivel_educacion	b
519	tono	b
519	emociones	h
519	tipo_entidad	b
519	origen_entidad	a
519	proposito	d
519	informacion_presentada	a
519	vision	d
519	consecuencias	c
519	que_muestra	c
519	intencion	a
519	localizacion_problema	b
519	involucrados	a f b d
519	formalidad	a
519	nivel_educacion	b
519	tono	a
519	emociones	h
98	tipo_entidad	h
98	origen_entidad	b
98	proposito	d
98	informacion_presentada	a
98	vision	d
98	consecuencias	c
98	que_muestra	d
98	intencion	a
98	localizacion_problema	b
98	involucrados	c
98	formalidad	a
98	nivel_educacion	b
98	tono	b
98	emociones	h
98	tipo_entidad	h
98	origen_entidad	b
98	proposito	d
98	informacion_presentada	a
98	vision	d
98	consecuencias	c
98	que_muestra	d
98	intencion	a
98	localizacion_problema	b
98	involucrados	c
98	formalidad	a
98	nivel_educacion	b
98	tono	b
98	emociones	c
98	tipo_entidad	h
98	origen_entidad	b
98	proposito	d
98	informacion_presentada	a
98	vision	d
98	consecuencias	c
98	que_muestra	c
98	intencion	b
98	localizacion_problema	b
98	involucrados	c
98	formalidad	a
98	nivel_educacion	b
98	tono	b
98	emociones	h
323	tipo_entidad	b
323	origen_entidad	a
323	proposito	d
323	informacion_presentada	a
323	vision	d
323	consecuencias	a
323	que_muestra	c
323	intencion	c
323	localizacion_problema	b
323	involucrados	f
323	formalidad	a
323	nivel_educacion	b
323	tono	b
323	emociones	h
323	tipo_entidad	b
323	origen_entidad	a
323	proposito	d
323	informacion_presentada	a
323	vision	d
323	consecuencias	a
323	que_muestra	c
323	intencion	a
323	localizacion_problema	b
323	involucrados	f
323	formalidad	a
323	nivel_educacion	b
323	tono	b
323	emociones	a
323	tipo_entidad	b
323	origen_entidad	a
323	proposito	h
323	informacion_presentada	a
323	vision	d
323	consecuencias	a
323	que_muestra	b
323	intencion	a
323	localizacion_problema	b
323	involucrados	b g e f
323	formalidad	a
323	nivel_educacion	b
323	tono	b
323	emociones	c
464	tipo_entidad	h
464	origen_entidad	b
464	proposito	d
464	informacion_presentada	a
464	vision	d
464	consecuencias	c
464	que_muestra	c
464	intencion	a
464	localizacion_problema	b
464	involucrados	c
464	formalidad	a
464	nivel_educacion	b
464	tono	b
464	emociones	h
464	tipo_entidad	h
464	origen_entidad	b
464	proposito	e a b c d
464	informacion_presentada	a
464	vision	d
464	consecuencias	c
464	que_muestra	d
464	intencion	a
464	localizacion_problema	b
464	involucrados	c
464	formalidad	a
464	nivel_educacion	b
464	tono	b
464	emociones	h
464	tipo_entidad	h
464	origen_entidad	b
464	proposito	d
464	informacion_presentada	a
464	vision	d
464	consecuencias	c
464	que_muestra	d
464	intencion	a
464	localizacion_problema	b
464	involucrados	c
464	formalidad	a
464	nivel_educacion	b
464	tono	b
464	emociones	h
477	tipo_entidad	b
477	origen_entidad	a
477	proposito	d
477	informacion_presentada	a
477	vision	d
477	consecuencias	c
477	que_muestra	c
477	intencion	b
477	localizacion_problema	c
477	involucrados	a
477	formalidad	a
477	nivel_educacion	b
477	tono	a
477	emociones	h
477	tipo_entidad	b
477	origen_entidad	b
477	proposito	c d
477	informacion_presentada	a
477	vision	d
477	consecuencias	c
477	que_muestra	d
477	intencion	a
477	localizacion_problema	b
477	involucrados	e
477	formalidad	a
477	nivel_educacion	b
477	tono	a
477	emociones	h
477	tipo_entidad	b
477	origen_entidad	a
477	proposito	d
477	informacion_presentada	a
477	vision	d
477	consecuencias	a
477	que_muestra	c
477	intencion	a
477	localizacion_problema	b
477	involucrados	a e
477	formalidad	a
477	nivel_educacion	b
477	tono	a
477	emociones	h
553	tipo_entidad	h
553	origen_entidad	b
553	proposito	d
553	informacion_presentada	a
553	vision	d
553	consecuencias	c
553	que_muestra	d
553	intencion	a
553	localizacion_problema	b
553	involucrados	c
553	formalidad	a
553	nivel_educacion	b
553	tono	b
553	emociones	h
553	tipo_entidad	h
553	origen_entidad	b
553	proposito	b
553	informacion_presentada	a
553	vision	d
553	consecuencias	d
553	que_muestra	c
553	intencion	a
553	localizacion_problema	c
553	involucrados	f e d
553	formalidad	a
553	nivel_educacion	b
553	tono	b
553	emociones	g
553	tipo_entidad	h
553	origen_entidad	b
553	proposito	b
553	informacion_presentada	a
553	vision	d
553	consecuencias	d
553	que_muestra	b
553	intencion	a
553	localizacion_problema	b
553	involucrados	b
553	formalidad	a
553	nivel_educacion	b
553	tono	b
553	emociones	f
486	tipo_entidad	d
486	origen_entidad	a
486	proposito	e d
486	informacion_presentada	a
486	vision	d
486	consecuencias	a
486	que_muestra	b
486	intencion	a
486	localizacion_problema	b
486	involucrados	b c
486	formalidad	a
486	nivel_educacion	b
486	tono	a
486	emociones	c
486	tipo_entidad	d
486	origen_entidad	a
486	proposito	b
486	informacion_presentada	a
486	vision	d
486	consecuencias	a
486	que_muestra	b
486	intencion	c
486	localizacion_problema	b
486	involucrados	f e c
486	formalidad	a
486	nivel_educacion	b
486	tono	a
486	emociones	d
486	tipo_entidad	d
486	origen_entidad	a
486	proposito	d
486	informacion_presentada	a
486	vision	d
486	consecuencias	a
486	que_muestra	d
486	intencion	a
486	localizacion_problema	b
486	involucrados	b
486	formalidad	a
486	nivel_educacion	b
486	tono	b
486	emociones	h
36	tipo_entidad	h
36	origen_entidad	b
36	proposito	d
36	informacion_presentada	a
36	vision	d
36	consecuencias	c
36	que_muestra	d
36	intencion	b
36	localizacion_problema	c
36	involucrados	c
36	formalidad	a
36	nivel_educacion	b
36	tono	b
36	emociones	h
36	tipo_entidad	h
36	origen_entidad	b
36	proposito	a e b
36	informacion_presentada	a
36	vision	d
36	consecuencias	d
36	que_muestra	d
36	intencion	a
36	localizacion_problema	c
36	involucrados	c
36	formalidad	a
36	nivel_educacion	b
36	tono	b
36	emociones	h
36	tipo_entidad	h
36	origen_entidad	b
36	proposito	a g b d
36	informacion_presentada	a
36	vision	d
36	consecuencias	a
36	que_muestra	d
36	intencion	a
36	localizacion_problema	c
36	involucrados	c
36	formalidad	a
36	nivel_educacion	b
36	tono	b
36	emociones	g
81	tipo_entidad	h
81	origen_entidad	b
81	proposito	d
81	informacion_presentada	a
81	vision	d
81	consecuencias	d
81	que_muestra	d
81	intencion	b
81	localizacion_problema	c
81	involucrados	f e c
81	formalidad	a
81	nivel_educacion	b
81	tono	b
81	emociones	h
81	tipo_entidad	h
81	origen_entidad	b
81	proposito	d
81	informacion_presentada	a
81	vision	d
81	consecuencias	d
81	que_muestra	c
81	intencion	a
81	localizacion_problema	c
81	involucrados	c
81	formalidad	a
81	nivel_educacion	b
81	tono	a
81	emociones	h
81	tipo_entidad	h
81	origen_entidad	b
81	proposito	d
81	informacion_presentada	a
81	vision	d
81	consecuencias	c
81	que_muestra	d
81	intencion	a
81	localizacion_problema	c
81	involucrados	c
81	formalidad	a
81	nivel_educacion	b
81	tono	b
81	emociones	h
147	tipo_entidad	h
147	origen_entidad	b
147	proposito	d
147	informacion_presentada	a
147	vision	d
147	consecuencias	d
147	que_muestra	d
147	intencion	a
147	localizacion_problema	c
147	involucrados	c
147	formalidad	a
147	nivel_educacion	b
147	tono	a
147	emociones	e
147	tipo_entidad	h
147	origen_entidad	b
147	proposito	d
147	informacion_presentada	a
147	vision	d
147	consecuencias	b
147	que_muestra	c
147	intencion	b
147	localizacion_problema	b
147	involucrados	c
147	formalidad	a
147	nivel_educacion	b
147	tono	b
147	emociones	h
147	tipo_entidad	h
147	origen_entidad	b
147	proposito	d
147	informacion_presentada	a
147	vision	d
147	consecuencias	a
147	que_muestra	c
147	intencion	c
147	localizacion_problema	b
147	involucrados	d
147	formalidad	a
147	nivel_educacion	b
147	tono	a
147	emociones	h
540	tipo_entidad	b
540	origen_entidad	a
540	proposito	d
540	informacion_presentada	a
540	vision	d
540	consecuencias	a
540	que_muestra	b
540	intencion	a
540	localizacion_problema	b
540	involucrados	f e d
540	formalidad	a
540	nivel_educacion	b
540	tono	b
540	emociones	c
540	tipo_entidad	b
540	origen_entidad	a
540	proposito	d
540	informacion_presentada	a
540	vision	d
540	consecuencias	a
540	que_muestra	c
540	intencion	a
540	localizacion_problema	b
540	involucrados	f c d
540	formalidad	a
540	nivel_educacion	b
540	tono	b
540	emociones	g
540	tipo_entidad	b
540	origen_entidad	a
540	proposito	d
540	informacion_presentada	a
540	vision	d
540	consecuencias	a
540	que_muestra	d
540	intencion	b
540	localizacion_problema	b
540	involucrados	a e f
540	formalidad	a
540	nivel_educacion	b
540	tono	a
540	emociones	h
0	tipo_entidad	h
0	origen_entidad	b
0	proposito	d
0	informacion_presentada	a
0	vision	d
0	consecuencias	d
0	que_muestra	d
0	intencion	b
0	localizacion_problema	c
0	involucrados	c
0	formalidad	a
0	nivel_educacion	b
0	tono	b
0	emociones	h
0	tipo_entidad	h
0	origen_entidad	b
0	proposito	c
0	informacion_presentada	a
0	vision	d
0	consecuencias	d
0	que_muestra	d
0	intencion	a
0	localizacion_problema	c
0	involucrados	c
0	formalidad	a
0	nivel_educacion	b
0	tono	a
0	emociones	h
0	tipo_entidad	h
0	origen_entidad	b
0	proposito	b
0	informacion_presentada	a
0	vision	d
0	consecuencias	d
0	que_muestra	d
0	intencion	c
0	localizacion_problema	c
0	involucrados	b
0	formalidad	a
0	nivel_educacion	b
0	tono	b
0	emociones	h
460	tipo_entidad	h
460	origen_entidad	b
460	proposito	d
460	informacion_presentada	a
460	vision	d
460	consecuencias	c
460	que_muestra	d
460	intencion	f
460	localizacion_problema	c
460	involucrados	c
460	formalidad	a
460	nivel_educacion	b
460	tono	b
460	emociones	h
460	tipo_entidad	h
460	origen_entidad	b
460	proposito	d
460	informacion_presentada	a
460	vision	d
460	consecuencias	c
460	que_muestra	d
460	intencion	a
460	localizacion_problema	c
460	involucrados	f e a b c
460	formalidad	a
460	nivel_educacion	b
460	tono	a
460	emociones	h
460	tipo_entidad	h
460	origen_entidad	b
460	proposito	d
460	informacion_presentada	a
460	vision	d
460	consecuencias	d
460	que_muestra	d
460	intencion	b
460	localizacion_problema	c
460	involucrados	c
460	formalidad	a
460	nivel_educacion	b
460	tono	a
460	emociones	h
503	tipo_entidad	e
503	origen_entidad	b
503	proposito	b
503	informacion_presentada	a
503	vision	d
503	consecuencias	d
503	que_muestra	d
503	intencion	e
503	formalidad	a
503	nivel_educacion	b
503	tono	b
503	emociones	g
503	tipo_entidad	h
503	origen_entidad	b
503	proposito	b
503	informacion_presentada	a
503	vision	d
503	consecuencias	c
503	que_muestra	d
503	intencion	f
503	localizacion_problema	c
503	formalidad	a
503	tono	b
503	emociones	f
503	tipo_entidad	h
503	origen_entidad	b
503	proposito	g h
503	informacion_presentada	a
503	vision	d
503	que_muestra	d
503	intencion	f
503	localizacion_problema	c
503	involucrados	f c
503	formalidad	a
503	nivel_educacion	b
503	tono	b
503	emociones	h
236	tipo_entidad	h
236	origen_entidad	b
236	proposito	d
236	informacion_presentada	a
236	vision	d
236	consecuencias	d
236	que_muestra	d
236	intencion	b
236	localizacion_problema	b
236	involucrados	e
236	formalidad	a
236	nivel_educacion	b
236	tono	b
236	emociones	g
236	tipo_entidad	h
236	origen_entidad	b
236	proposito	a b
236	informacion_presentada	a
236	vision	d
236	consecuencias	d
236	que_muestra	d
236	intencion	b
236	localizacion_problema	c
236	involucrados	g
236	formalidad	a
236	nivel_educacion	b
236	tono	b
236	emociones	h
236	tipo_entidad	h
236	origen_entidad	b
236	proposito	d
236	informacion_presentada	a
236	vision	d
236	consecuencias	d
236	que_muestra	c
236	intencion	a
236	localizacion_problema	c
236	involucrados	c
236	formalidad	a
236	nivel_educacion	b
236	tono	b
236	emociones	h
124	tipo_entidad	h
124	origen_entidad	b
124	proposito	d
124	informacion_presentada	a
124	vision	d
124	consecuencias	c
124	que_muestra	c
124	intencion	a
124	localizacion_problema	b
124	involucrados	c
124	formalidad	a
124	nivel_educacion	b
124	tono	b
124	emociones	h
124	tipo_entidad	h
124	origen_entidad	b
124	proposito	d
124	informacion_presentada	a
124	vision	a
